club,elo,date
Leicester,1788.68188477,2016-10-19
Leicester,1787.76831055,2016-10-20
Leicester,1786.47009277,2016-10-21
Leicester,1791.45178223,2016-10-23
Leicester,1793.99536133,2016-10-30
Leicester,1799.31958008,2016-11-02
Leicester,1792.75598145,2016-11-03
Leicester,1790.93395996,2016-11-04
Leicester,1777.74755859,2016-11-07
Leicester,1767.54418945,2016-11-20
Leicester,1767.54418945,2016-11-21
Leicester,1769.3347168,2016-11-23
Leicester,1768.2512207,2016-11-24
Leicester,1767.0546875,2016-11-25
Leicester,1761.45800781,2016-11-27
Leicester,1761.45800781,2016-11-28
Leicester,1750.98303223,2016-12-04
Leicester,1751.45092773,2016-12-07
Leicester,1734.96813965,2016-12-08
Leicester,1735.25891113,2016-12-09
Leicester,1748.68237305,2016-12-11
Leicester,1748.68237305,2016-12-12
Leicester,1748.68237305,2016-12-13
Leicester,1739.31323242,2016-12-14
Leicester,1739.27380371,2016-12-18
Leicester,1723.62963867,2016-12-27
Leicester,1723.62963867,2016-12-29
Leicester,1728.89794922,2017-01-01
Leicester,1727.01403809,2017-01-03
Leicester,1727.01403809,2017-01-09
Leicester,1716.47265625,2017-01-15
Leicester,1716.47265625,2017-01-16
Leicester,1704.44348145,2017-01-23
Leicester,1704.44348145,2017-01-28
Leicester,1704.44348145,2017-01-29
Leicester,1704.44348145,2017-01-30
Leicester,1704.44348145,2017-01-31
Leicester,1696.3873291,2017-02-01
Leicester,1696.3873291,2017-02-05
Leicester,1684.0098877,2017-02-06
Leicester,1684.0098877,2017-02-09
Leicester,1684.0098877,2017-02-11
Leicester,1672.77429199,2017-02-13
Leicester,1672.77429199,2017-02-15
Leicester,1669.97143555,2017-02-16
Leicester,1671.08862305,2017-02-17
Leicester,1671.08862305,2017-02-19
Leicester,1671.08862305,2017-02-20
Leicester,1671.08862305,2017-02-21
Leicester,1673.40209961,2017-02-22
Leicester,1673.70800781,2017-02-23
Leicester,1668.65039062,2017-02-24
Leicester,1668.65039062,2017-02-25
Leicester,1668.65039062,2017-02-26
Leicester,1668.65039062,2017-02-27
Leicester,1682.84960938,2017-02-28
Leicester,1688.47717285,2017-03-05
Leicester,1688.47717285,2017-03-06
Leicester,1687.46362305,2017-03-08
Leicester,1687.46362305,2017-03-09
Leicester,1687.98034668,2017-03-10
Leicester,1687.98034668,2017-03-14
Leicester,1713.27722168,2017-03-15
Leicester,1708.19006348,2017-03-16
Leicester,1709.6730957,2017-03-17
Leicester,1718.25109863,2017-03-19
Leicester,1718.25109863,2017-03-20
Leicester,1718.25109863,2017-04-01
Leicester,1725.78649902,2017-04-02
Leicester,1730.27563477,2017-04-05
Leicester,1722.69250488,2017-04-10
Leicester,1721.01757812,2017-04-13
Leicester,1721.49499512,2017-04-14
Leicester,1721.49499512,2017-04-15
Leicester,1721.48925781,2017-04-16
Leicester,1721.48925781,2017-04-17
Leicester,1719.2923584,2017-04-19
Leicester,1720.75427246,2017-04-21
Leicester,1720.75427246,2017-04-22
Leicester,1720.75427246,2017-04-23
Leicester,1720.75427246,2017-04-25
Leicester,1716.74499512,2017-04-27
Leicester,1716.74499512,2017-04-29
Leicester,1725.41943359,2017-04-30
Leicester,1725.41943359,2017-05-01
Leicester,1725.41943359,2017-05-04
Leicester,1727.19287109,2017-05-05
Leicester,1733.65258789,2017-05-07
Leicester,1733.7434082,2017-05-12
Leicester,1730.05749512,2017-05-14
Leicester,1730.05749512,2017-05-15
Leicester,1730.05749512,2017-05-18
Leicester,1715.21899414,2017-05-19
Leicester,1715.21899414,2017-05-20
Leicester,1715.21899414,2017-05-21
Leicester,1711.22949219,2017-05-22
Leicester,1713.98901367,2017-05-25
Leicester,1713.98901367,2017-05-29
Leicester,1713.98901367,2017-06-04
Leicester,1713.98901367,2017-07-14
Leicester,1713.98901367,2017-07-23
Leicester,1714.00842285,2017-07-28
Leicester,1714.00842285,2017-08-03
Leicester,1714.33898926,2017-08-04
Leicester,1711.01806641,2017-08-12
Leicester,1711.01806641,2017-08-13
Leicester,1713.64624023,2017-08-16
Leicester,1713.64624023,2017-08-17
Leicester,1714.84143066,2017-08-18
Leicester,1714.84143066,2017-08-19
Leicester,1719.67956543,2017-08-20
Leicester,1721.21264648,2017-08-24
Leicester,1721.4942627,2017-08-25
Leicester,1717.08605957,2017-08-27
Leicester,1717.08605957,2017-08-28
Leicester,1717.08605957,2017-09-09
Leicester,1712.09082031,2017-09-10
Leicester,1712.09082031,2017-09-11
Leicester,1713.48059082,2017-09-13
Leicester,1717.2401123,2017-09-14
Leicester,1714.41101074,2017-09-15
Leicester,1714.41101074,2017-09-16
Leicester,1710.89733887,2017-09-17
Leicester,1710.89733887,2017-09-20
Leicester,1704.48937988,2017-09-24
Leicester,1707.04125977,2017-09-27
Leicester,1714.79370117,2017-09-28
Leicester,1713.1829834,2017-09-29
Leicester,1713.00695801,2017-10-01
Leicester,1713.00695801,2017-10-02
Leicester,1713.00695801,2017-10-16
Leicester,1709.45935059,2017-10-17
Leicester,1715.24707031,2017-10-18
Leicester,1715.66943359,2017-10-19
Leicester,1712.5723877,2017-10-20
Leicester,1720.94091797,2017-10-22
Leicester,1720.94091797,2017-10-23
Leicester,1729.48266602,2017-10-30
Leicester,1726.72094727,2017-11-01
Leicester,1734.98193359,2017-11-02
Leicester,1729.34411621,2017-11-03
Leicester,1729.57080078,2017-11-05
Leicester,1724.2989502,2017-11-19
Leicester,1726.60864258,2017-11-22
Leicester,1723.83789062,2017-11-23
Leicester,1713.31982422,2017-11-24
Leicester,1712.70812988,2017-11-25
Leicester,1712.70812988,2017-11-26
Leicester,1712.70812988,2017-11-27
Leicester,1724.43994141,2017-11-29
Leicester,1730.26196289,2017-12-03
Leicester,1730.30358887,2017-12-06
Leicester,1729.5645752,2017-12-07
Leicester,1733.45031738,2017-12-08
Leicester,1740.13134766,2017-12-10
Leicester,1740.13134766,2017-12-11
Leicester,1740.13134766,2017-12-12
Leicester,1754.46374512,2017-12-14
Leicester,1754.46374512,2017-12-16
Leicester,1732.46179199,2017-12-17
Leicester,1732.46179199,2017-12-18
Leicester,1735.85144043,2017-12-24
Leicester,1726.60351562,2017-12-27
Leicester,1723.44592285,2017-12-31
Leicester,1728.95568848,2018-01-02
Leicester,1728.95568848,2018-01-08
Leicester,1734.96032715,2018-01-14
Leicester,1740.66137695,2018-01-21
Leicester,1740.66137695,2018-01-22
Leicester,1740.66137695,2018-01-28
Leicester,1732.54492188,2018-02-01
Leicester,1728.72143555,2018-02-04
Leicester,1728.72143555,2018-02-05
Leicester,1724.546875,2018-02-11
Leicester,1724.546875,2018-02-12
Leicester,1727.46228027,2018-02-14
Leicester,1731.51733398,2018-02-15
Leicester,1732.10400391,2018-02-16
Leicester,1732.10400391,2018-02-18
Leicester,1732.10400391,2018-02-19
Leicester,1731.88122559,2018-02-21
Leicester,1731.79138184,2018-02-22
Leicester,1731.64111328,2018-02-23
Leicester,1727.27722168,2018-02-25
Leicester,1724.2611084,2018-03-04
Leicester,1724.2611084,2018-03-06
Leicester,1723.84741211,2018-03-07
Leicester,1718.6529541,2018-03-08
Leicester,1721.95910645,2018-03-09
Leicester,1721.95910645,2018-03-10
Leicester,1733.27368164,2018-03-11
Leicester,1733.27368164,2018-03-12
Leicester,1727.56433105,2018-03-14
Leicester,1725.55761719,2018-03-15
Leicester,1726.65319824,2018-03-16
Leicester,1726.65319824,2018-03-18
Leicester,1736.43688965,2018-04-01
Leicester,1736.43688965,2018-04-02
Leicester,1736.43688965,2018-04-04
Leicester,1739.98217773,2018-04-06
Leicester,1728.47302246,2018-04-08
Leicester,1728.47302246,2018-04-09
Leicester,1728.47302246,2018-04-10
Leicester,1728.75231934,2018-04-13
Leicester,1721.7401123,2018-04-15
Leicester,1721.7401123,2018-04-19
Leicester,1717.71154785,2018-04-20
Leicester,1717.71154785,2018-04-22
Leicester,1717.71154785,2018-04-23
Leicester,1717.71154785,2018-04-24
Leicester,1720.74804688,2018-04-25
Leicester,1720.0703125,2018-04-27
Leicester,1701.8963623,2018-04-29
Leicester,1700.98034668,2018-05-03
Leicester,1699.4564209,2018-05-04
Leicester,1699.4564209,2018-05-05
Leicester,1683.74304199,2018-05-06
Leicester,1683.74304199,2018-05-07
Leicester,1697.91577148,2018-05-10
Leicester,1697.91577148,2018-05-13
Leicester,1695.60351562,2018-05-14
Leicester,1695.60351562,2018-05-20
Leicester,1693.07519531,2018-05-27
Leicester,1693.1060791,2018-07-27
Leicester,1693.1060791,2018-08-02
Leicester,1694.05859375,2018-08-03
Leicester,1694.44641113,2018-08-10
Leicester,1691.7578125,2018-08-11
Leicester,1691.7578125,2018-08-12
Leicester,1694.51635742,2018-08-17
Leicester,1694.51635742,2018-08-18
Leicester,1700.30224609,2018-08-19
Leicester,1700.30224609,2018-08-20
Leicester,1700.30224609,2018-08-23
Leicester,1696.53039551,2018-08-24
Leicester,1704.91308594,2018-08-26
Leicester,1704.91308594,2018-08-28
Leicester,1704.91308594,2018-08-29
Leicester,1704.91308594,2018-08-30
Leicester,1702.46166992,2018-08-31
Leicester,1702.46166992,2018-09-01
Leicester,1698.36901855,2018-09-02
Leicester,1698.36901855,2018-09-03
Leicester,1688.84362793,2018-09-16
Leicester,1688.84362793,2018-09-17
Leicester,1687.01538086,2018-09-19
Leicester,1685.07629395,2018-09-20
Leicester,1687.41503906,2018-09-21
Leicester,1692.2923584,2018-09-23
Leicester,1704.42041016,2018-09-30
Leicester,1704.34606934,2018-10-03
Leicester,1698.14147949,2018-10-04
Leicester,1699.9831543,2018-10-05
Leicester,1689.70495605,2018-10-07
Leicester,1689.70495605,2018-10-08
Leicester,1689.70495605,2018-10-20
Leicester,1689.70495605,2018-10-22
Leicester,1685.02685547,2018-10-23
Leicester,1685.61132812,2018-10-24
Leicester,1685.1340332,2018-10-25
Leicester,1687.76147461,2018-10-26
Leicester,1685.26696777,2018-10-28
Leicester,1685.26696777,2018-10-29
Leicester,1691.43481445,2018-11-04
Leicester,1685.02490234,2018-11-07
Leicester,1691.0501709,2018-11-08
Leicester,1689.87060547,2018-11-09
Leicester,1686.37268066,2018-11-11
Leicester,1686.37268066,2018-11-12
Leicester,1686.48803711,2018-11-25
Leicester,1686.48803711,2018-11-26
Leicester,1685.74829102,2018-11-28
Leicester,1684.9119873,2018-11-29
Leicester,1687.52636719,2018-11-30
Leicester,1695.32080078,2018-12-02
Leicester,1693.66491699,2018-12-06
Leicester,1687.27294922,2018-12-09
Leicester,1687.27294922,2018-12-10
Leicester,1690.44018555,2018-12-12
Leicester,1688.44396973,2018-12-13
Leicester,1686.25061035,2018-12-14
Leicester,1678.4777832,2018-12-16
Leicester,1692.16088867,2018-12-23
Leicester,1692.16088867,2018-12-24
Leicester,1705.56774902,2018-12-27
Leicester,1692.56237793,2018-12-30
Leicester,1701.875,2019-01-02
Leicester,1701.875,2019-01-05
Leicester,1701.875,2019-01-13
Leicester,1701.875,2019-01-20
Leicester,1701.875,2019-02-21
Everton,1705.7434082,2015-07-31
Everton,1703.27514648,2015-08-07
Everton,1698.3737793,2015-08-09
Everton,1714.96850586,2015-08-16
Everton,1716.3840332,2015-08-19
Everton,1714.98022461,2015-08-21
Everton,1714.98022461,2015-08-23
Everton,1708.35327148,2015-08-24
Everton,1710.05224609,2015-08-27
Everton,1705.11486816,2015-08-28
Everton,1706.73168945,2015-08-30
Everton,1722.23864746,2015-09-13
Everton,1715.47766113,2015-09-16
Everton,1712.43139648,2015-09-17
Everton,1713.50366211,2015-09-18
Everton,1713.50366211,2015-09-19
Everton,1713.41113281,2015-09-20
Everton,1713.41113281,2015-09-21
Everton,1713.41113281,2015-09-24
Everton,1713.41113281,2015-09-28
Everton,1720.52062988,2015-09-29
Everton,1714.03771973,2015-09-30
Everton,1718.72033691,2015-10-01
Everton,1717.21276855,2015-10-02
Everton,1715.83581543,2015-10-05
Everton,1703.42626953,2015-10-18
Everton,1708.73986816,2015-10-21
Everton,1711.27978516,2015-10-22
Everton,1706.22302246,2015-10-23
Everton,1702.15893555,2015-10-25
Everton,1702.15893555,2015-10-26
Everton,1709.98730469,2015-11-02
Everton,1716.04699707,2015-11-04
Everton,1715.59289551,2015-11-05
Everton,1718.76049805,2015-11-06
Everton,1718.04724121,2015-11-08
Everton,1718.04724121,2015-11-09
Everton,1724.45629883,2015-11-22
Everton,1727.43652344,2015-11-25
Everton,1723.76062012,2015-11-26
Everton,1725.88061523,2015-11-27
Everton,1722.36328125,2015-11-29
Everton,1719.61657715,2015-12-08
Everton,1719.79772949,2015-12-09
Everton,1726.59387207,2015-12-10
Everton,1727.44287109,2015-12-11
Everton,1724.8449707,2015-12-13
Everton,1724.8449707,2015-12-14
Everton,1724.8449707,2015-12-19
Everton,1715.83532715,2015-12-20
Everton,1721.80529785,2015-12-27
Everton,1711.875,2015-12-29
Everton,1712.45715332,2016-01-04
Everton,1712.45715332,2016-01-10
Everton,1712.45715332,2016-01-11
Everton,1717.8548584,2016-01-14
Everton,1717.8548584,2016-01-16
Everton,1721.65734863,2016-01-17
Everton,1721.65734863,2016-01-18
Everton,1721.65734863,2016-01-24
Everton,1709.9732666,2016-01-25
Everton,1709.9732666,2016-02-01
Everton,1716.77490234,2016-02-04
Everton,1732.04321289,2016-02-07
Everton,1720.265625,2016-02-14
Everton,1720.265625,2016-02-15
Everton,1719.67980957,2016-02-17
Everton,1718.90075684,2016-02-19
Everton,1718.90075684,2016-02-22
Everton,1717.77709961,2016-02-24
Everton,1721.35986328,2016-02-25
Everton,1730.60058594,2016-02-26
Everton,1737.37890625,2016-03-02
Everton,1737.37890625,2016-03-03
Everton,1737.37890625,2016-03-05
Everton,1726.92443848,2016-03-06
Everton,1724.38024902,2016-03-10
Everton,1720.19250488,2016-03-11
Everton,1720.19250488,2016-03-12
Everton,1720.19250488,2016-03-14
Everton,1720.28552246,2016-03-16
Everton,1720.12585449,2016-03-17
Everton,1718.74853516,2016-03-18
Everton,1718.74853516,2016-03-19
Everton,1708.93347168,2016-03-20
Everton,1708.93347168,2016-03-21
Everton,1708.93347168,2016-04-03
Everton,1703.76904297,2016-04-04
Everton,1705.38232422,2016-04-07
Everton,1706.73706055,2016-04-08
Everton,1705.83813477,2016-04-10
Everton,1705.83813477,2016-04-11
Everton,1705.83813477,2016-04-12
Everton,1708.42651367,2016-04-13
Everton,1707.78979492,2016-04-14
Everton,1711.45568848,2016-04-15
Everton,1710.66137695,2016-04-17
Everton,1710.66137695,2016-04-18
Everton,1701.54064941,2016-04-21
Everton,1701.54064941,2016-04-25
Everton,1701.88562012,2016-04-27
Everton,1700.51074219,2016-04-29
Everton,1705.5291748,2016-05-01
Everton,1705.5291748,2016-05-02
Everton,1705.5291748,2016-05-04
Everton,1704.23205566,2016-05-05
Everton,1711.66113281,2016-05-06
Everton,1705.27868652,2016-05-08
Everton,1690.82727051,2016-05-12
Everton,1690.82727051,2016-05-15
Everton,1698.40869141,2016-05-16
Everton,1698.40869141,2016-05-17
Everton,1694.74084473,2016-05-19
Everton,1694.74084473,2016-05-23
Everton,1694.74084473,2016-05-26
Everton,1693.67712402,2016-07-29
Everton,1693.67712402,2016-08-04
Everton,1694.99853516,2016-08-05
Everton,1696.4498291,2016-08-14
Everton,1696.4498291,2016-08-15
Everton,1697.7598877,2016-08-17
Everton,1697.7598877,2016-08-18
Everton,1697.77307129,2016-08-19
Everton,1706.23925781,2016-08-21
Everton,1706.23925781,2016-08-22
Everton,1706.23925781,2016-08-23
Everton,1706.24938965,2016-08-25
Everton,1699.16674805,2016-08-26
Everton,1704.91137695,2016-08-28
Everton,1704.91137695,2016-09-12
Everton,1718.20483398,2016-09-13
Everton,1719.36315918,2016-09-14
Everton,1721.45275879,2016-09-15
Everton,1719.81091309,2016-09-16
Everton,1725.55029297,2016-09-18
Everton,1725.55029297,2016-09-19
Everton,1725.55029297,2016-09-21
Everton,1715.99328613,2016-09-25
Everton,1715.99328613,2016-09-26
Everton,1720.45751953,2016-09-28
Everton,1719.69091797,2016-09-29
Everton,1719.13513184,2016-09-30
Everton,1715.65539551,2016-10-01
Everton,1721.17114258,2016-10-16
Everton,1722.5625,2016-10-19
Everton,1721.64892578,2016-10-20
Everton,1720.35070801,2016-10-21
Everton,1711.33398438,2016-10-23
Everton,1711.33398438,2016-10-24
Everton,1711.33398438,2016-10-30
Everton,1718.99169922,2016-10-31
Everton,1724.31591797,2016-11-02
Everton,1719.95996094,2016-11-03
Everton,1718.13806152,2016-11-04
Everton,1709.05810547,2016-11-06
Everton,1705.58959961,2016-11-20
Everton,1705.58959961,2016-11-21
Everton,1704.38745117,2016-11-23
Everton,1703.30407715,2016-11-24
Everton,1702.10742188,2016-11-25
Everton,1696.35339355,2016-11-28
Everton,1696.35339355,2016-11-29
Everton,1696.35339355,2016-12-02
Everton,1696.35339355,2016-12-04
Everton,1696.83483887,2016-12-05
Everton,1697.30273438,2016-12-07
Everton,1694.63427734,2016-12-08
Everton,1694.92492676,2016-12-09
Everton,1694.92492676,2016-12-10
Everton,1686.8536377,2016-12-11
Everton,1686.8536377,2016-12-13
Everton,1698.04284668,2016-12-14
Everton,1698.04284668,2016-12-19
Everton,1691.7713623,2016-12-20
Everton,1691.7713623,2016-12-21
Everton,1691.7713623,2016-12-22
Everton,1691.7713623,2016-12-23
Everton,1707.41552734,2016-12-27
Everton,1704.59069824,2016-12-31
Everton,1716.19799805,2017-01-03
Everton,1716.19799805,2017-01-09
Everton,1735.92736816,2017-01-16
Everton,1742.02026367,2017-01-22
Everton,1742.02026367,2017-01-29
Everton,1742.22973633,2017-02-02
Everton,1748.31396484,2017-02-05
Everton,1745.8840332,2017-02-12
Everton,1743.08129883,2017-02-16
Everton,1744.19836426,2017-02-17
Everton,1746.51184082,2017-02-22
Everton,1747.22961426,2017-02-23
Everton,1742.17199707,2017-02-24
Everton,1746.72155762,2017-02-26
Everton,1746.72155762,2017-02-27
Everton,1746.72155762,2017-03-02
Everton,1746.72155762,2017-03-05
Everton,1742.08544922,2017-03-06
Everton,1741.07189941,2017-03-08
Everton,1741.07189941,2017-03-09
Everton,1741.58862305,2017-03-10
Everton,1749.70690918,2017-03-12
Everton,1755.85766602,2017-03-15
Everton,1750.77050781,2017-03-16
Everton,1752.25354004,2017-03-17
Everton,1757.85070801,2017-03-19
Everton,1757.85070801,2017-04-01
Everton,1750.98254395,2017-04-02
Everton,1750.98254395,2017-04-03
Everton,1755.02734375,2017-04-05
Everton,1755.02734375,2017-04-06
Everton,1755.02734375,2017-04-09
Everton,1762.61047363,2017-04-10
Everton,1762.2010498,2017-04-13
Everton,1762.67858887,2017-04-14
Everton,1762.67858887,2017-04-15
Everton,1767.42272949,2017-04-16
Everton,1767.42272949,2017-04-18
Everton,1766.88671875,2017-04-19
Everton,1766.88671875,2017-04-20
Everton,1768.34875488,2017-04-21
Everton,1767.3536377,2017-04-23
Everton,1755.01477051,2017-05-01
Everton,1755.01477051,2017-05-04
Everton,1756.78820801,2017-05-05
Everton,1747.22497559,2017-05-07
Everton,1747.3157959,2017-05-12
Everton,1750.56335449,2017-05-13
Everton,1744.71252441,2017-05-22
Everton,1747.47216797,2017-05-25
Everton,1747.47216797,2017-07-23
Everton,1747.47216797,2017-07-27
Everton,1747.54956055,2017-07-28
Everton,1748.86682129,2017-08-04
Everton,1753.02941895,2017-08-13
Everton,1755.65759277,2017-08-16
Everton,1760.41589355,2017-08-18
Everton,1765.28051758,2017-08-22
Everton,1766.81359863,2017-08-24
Everton,1767.93615723,2017-08-25
Everton,1763.29187012,2017-08-28
Everton,1751.19787598,2017-09-10
Everton,1752.58764648,2017-09-13
Everton,1756.34716797,2017-09-14
Everton,1741.83154297,2017-09-15
Everton,1741.83154297,2017-09-17
Everton,1735.03222656,2017-09-18
Everton,1735.03222656,2017-09-20
Everton,1738.97924805,2017-09-24
Everton,1741.53112793,2017-09-27
Everton,1749.28356934,2017-09-28
Everton,1739.91674805,2017-09-29
Everton,1728.15795898,2017-10-02
Everton,1728.15795898,2017-10-15
Everton,1726.56860352,2017-10-16
Everton,1732.35632324,2017-10-18
Everton,1732.77868652,2017-10-19
Everton,1718.6192627,2017-10-20
Everton,1718.6192627,2017-10-22
Everton,1707.80627441,2017-10-23
Everton,1707.80627441,2017-10-29
Everton,1699.26452637,2017-10-30
Everton,1696.50292969,2017-11-01
Everton,1704.76391602,2017-11-02
Everton,1690.82104492,2017-11-03
Everton,1696.51171875,2017-11-06
Everton,1695.74243164,2017-11-19
Everton,1695.74243164,2017-11-20
Everton,1698.05212402,2017-11-22
Everton,1695.28137207,2017-11-23
Everton,1664.74499512,2017-11-24
Everton,1664.74499512,2017-11-26
Everton,1653.40979004,2017-11-27
Everton,1653.40979004,2017-11-28
Everton,1665.07128906,2017-11-30
Everton,1670.02624512,2017-12-03
Everton,1670.06787109,2017-12-06
Everton,1669.32885742,2017-12-07
Everton,1683.70776367,2017-12-08
Everton,1690.08911133,2017-12-11
Everton,1697.64465332,2017-12-14
Everton,1697.64465332,2017-12-17
Everton,1697.64465332,2017-12-18
Everton,1704.30029297,2017-12-19
Everton,1708.37854004,2017-12-24
Everton,1707.52148438,2017-12-27
Everton,1699.22058105,2017-12-31
Everton,1692.60217285,2018-01-02
Everton,1692.60217285,2018-01-09
Everton,1687.83532715,2018-01-14
Everton,1684.63476562,2018-01-21
Everton,1684.63476562,2018-01-28
Everton,1692.7512207,2018-02-01
Everton,1684.97949219,2018-02-04
Everton,1693.44091797,2018-02-11
Everton,1696.35632324,2018-02-14
Everton,1700.41137695,2018-02-15
Everton,1700.99804688,2018-02-16
Everton,1700.99804688,2018-02-19
Everton,1700.77526855,2018-02-21
Everton,1700.6854248,2018-02-22
Everton,1700.53515625,2018-02-23
Everton,1692.52648926,2018-02-25
Everton,1692.52648926,2018-02-26
Everton,1692.52648926,2018-02-28
Everton,1692.52648926,2018-03-01
Everton,1692.52648926,2018-03-02
Everton,1685.55773926,2018-03-04
Everton,1685.55773926,2018-03-05
Everton,1685.14404297,2018-03-07
Everton,1679.94958496,2018-03-08
Everton,1683.2557373,2018-03-09
Everton,1691.35961914,2018-03-11
Everton,1691.35961914,2018-03-12
Everton,1685.65039062,2018-03-14
Everton,1683.64355469,2018-03-15
Everton,1684.73913574,2018-03-16
Everton,1692.56896973,2018-03-18
Everton,1688.75732422,2018-04-01
Everton,1688.75732422,2018-04-02
Everton,1688.75732422,2018-04-03
Everton,1688.75732422,2018-04-04
Everton,1692.3026123,2018-04-06
Everton,1697.15893555,2018-04-08
Everton,1697.15893555,2018-04-09
Everton,1697.15893555,2018-04-11
Everton,1697.43811035,2018-04-13
Everton,1697.75158691,2018-04-15
Everton,1697.75158691,2018-04-19
Everton,1697.75158691,2018-04-22
Everton,1703.83410645,2018-04-24
Everton,1706.87072754,2018-04-25
Everton,1706.87072754,2018-04-26
Everton,1706.19299316,2018-04-27
Everton,1714.50634766,2018-04-29
Everton,1713.59033203,2018-05-03
Everton,1712.06640625,2018-05-04
Everton,1708.51623535,2018-05-06
Everton,1708.51623535,2018-05-07
Everton,1708.51623535,2018-05-13
Everton,1697.85620117,2018-05-14
Everton,1697.85620117,2018-05-17
Everton,1697.85620117,2018-05-21
Everton,1695.32788086,2018-05-27
Everton,1695.35876465,2018-07-27
Everton,1695.35876465,2018-08-02
Everton,1696.3112793,2018-08-03
Everton,1696.69921875,2018-08-10
Everton,1695.57592773,2018-08-12
Everton,1695.57592773,2018-08-15
Everton,1698.33447266,2018-08-17
Everton,1698.33447266,2018-08-18
Everton,1703.73681641,2018-08-19
Everton,1703.73681641,2018-08-21
Everton,1699.96496582,2018-08-24
Everton,1701.38085938,2018-08-26
Everton,1701.38085938,2018-08-28
Everton,1698.92944336,2018-08-31
Everton,1693.48999023,2018-09-02
Everton,1693.48999023,2018-09-03
Everton,1693.48999023,2018-09-16
Everton,1677.76184082,2018-09-17
Everton,1675.93359375,2018-09-19
Everton,1673.99450684,2018-09-20
Everton,1676.33325195,2018-09-21
Everton,1676.33325195,2018-09-23
Everton,1671.68469238,2018-09-24
Everton,1671.68469238,2018-09-27
Everton,1680.66149902,2018-09-30
Everton,1680.66149902,2018-10-01
Everton,1680.5871582,2018-10-03
Everton,1674.38256836,2018-10-04
Everton,1676.22424316,2018-10-05
Everton,1686.50231934,2018-10-07
Everton,1686.50231934,2018-10-08
Everton,1686.50231934,2018-10-20
Everton,1686.50231934,2018-10-21
Everton,1694.61047363,2018-10-22
Everton,1695.19506836,2018-10-24
Everton,1694.71765137,2018-10-25
Everton,1697.34509277,2018-10-26
Everton,1693.85009766,2018-10-29
Everton,1701.5279541,2018-11-04
Everton,1701.5279541,2018-11-05
Everton,1695.11804199,2018-11-07
Everton,1701.14331055,2018-11-08
Everton,1699.96362305,2018-11-09
Everton,1699.96362305,2018-11-11
Everton,1705.91430664,2018-11-12
Everton,1709.20336914,2018-11-25
Everton,1708.46362305,2018-11-28
Everton,1707.62744141,2018-11-29
Everton,1710.24182129,2018-11-30
Everton,1710.24182129,2018-12-02
Everton,1707.7454834,2018-12-03
Everton,1704.03491211,2018-12-06
Everton,1700.4979248,2018-12-11
Everton,1703.66503906,2018-12-12
Everton,1701.66882324,2018-12-13
Everton,1699.47546387,2018-12-14
Everton,1697.24768066,2018-12-16
Everton,1697.24768066,2018-12-18
Everton,1697.24768066,2018-12-23
Everton,1688.78381348,2018-12-24
Everton,1703.71862793,2018-12-27
Everton,1695.0592041,2018-12-30
Everton,1685.7467041,2019-01-02
Everton,1685.7467041,2019-01-14
Everton,1685.7467041,2019-01-20
Everton,1685.7467041,2019-02-21
Bournemouth,1593.79260254,2015-07-31
Bournemouth,1591.32421875,2015-08-07
Bournemouth,1581.61645508,2015-08-09
Bournemouth,1578.53820801,2015-08-18
Bournemouth,1579.95373535,2015-08-19
Bournemouth,1578.54992676,2015-08-21
Bournemouth,1588.48083496,2015-08-23
Bournemouth,1590.17980957,2015-08-27
Bournemouth,1585.24243164,2015-08-28
Bournemouth,1585.63647461,2015-08-30
Bournemouth,1576.40283203,2015-09-13
Bournemouth,1569.6418457,2015-09-16
Bournemouth,1566.59558105,2015-09-17
Bournemouth,1567.66784668,2015-09-18
Bournemouth,1577.29968262,2015-09-20
Bournemouth,1572.34667969,2015-09-27
Bournemouth,1565.86376953,2015-09-30
Bournemouth,1570.54638672,2015-10-01
Bournemouth,1569.03869629,2015-10-02
Bournemouth,1567.96557617,2015-10-04
Bournemouth,1564.71130371,2015-10-18
Bournemouth,1570.02490234,2015-10-21
Bournemouth,1572.56481934,2015-10-22
Bournemouth,1567.50805664,2015-10-23
Bournemouth,1557.47729492,2015-10-26
Bournemouth,1551.89624023,2015-11-02
Bournemouth,1557.95593262,2015-11-04
Bournemouth,1557.50170898,2015-11-05
Bournemouth,1560.66931152,2015-11-06
Bournemouth,1551.97180176,2015-11-08
Bournemouth,1555.81091309,2015-11-22
Bournemouth,1558.7911377,2015-11-25
Bournemouth,1555.1151123,2015-11-26
Bournemouth,1557.23510742,2015-11-27
Bournemouth,1560.75244141,2015-11-29
Bournemouth,1575.19226074,2015-12-06
Bournemouth,1575.37341309,2015-12-09
Bournemouth,1582.16967773,2015-12-10
Bournemouth,1583.01867676,2015-12-11
Bournemouth,1595.77807617,2015-12-13
Bournemouth,1606.48706055,2015-12-20
Bournemouth,1607.72033691,2015-12-27
Bournemouth,1604.65319824,2015-12-29
Bournemouth,1609.29333496,2016-01-03
Bournemouth,1609.29333496,2016-01-07
Bournemouth,1598.3203125,2016-01-13
Bournemouth,1610.18347168,2016-01-17
Bournemouth,1610.18347168,2016-01-18
Bournemouth,1611.17199707,2016-01-24
Bournemouth,1621.79943848,2016-02-03
Bournemouth,1621.79943848,2016-02-06
Bournemouth,1621.79943848,2016-02-07
Bournemouth,1615.73632812,2016-02-08
