club,elo,date
Middlesbrough,1557.01831055,2015-08-19
Middlesbrough,1555.61437988,2015-08-21
Middlesbrough,1541.22180176,2015-08-23
Middlesbrough,1542.92077637,2015-08-27
Middlesbrough,1537.98327637,2015-08-28
Middlesbrough,1547.64501953,2015-08-30
Middlesbrough,1552.17236328,2015-09-13
Middlesbrough,1552.15612793,2015-09-16
Middlesbrough,1549.10986328,2015-09-17
Middlesbrough,1550.18212891,2015-09-18
Middlesbrough,1556.35217285,2015-09-20
Middlesbrough,1563.36743164,2015-09-28
Middlesbrough,1556.88439941,2015-09-30
Middlesbrough,1561.56713867,2015-10-01
Middlesbrough,1560.05944824,2015-10-02
Middlesbrough,1545.30834961,2015-10-04
Middlesbrough,1540.74743652,2015-10-18
Middlesbrough,1536.82641602,2015-10-21
Middlesbrough,1539.36621094,2015-10-22
Middlesbrough,1534.30957031,2015-10-23
Middlesbrough,1545.05090332,2015-10-25
Middlesbrough,1550.90869141,2015-11-01
Middlesbrough,1559.70666504,2015-11-04
Middlesbrough,1559.25256348,2015-11-05
Middlesbrough,1562.42016602,2015-11-06
Middlesbrough,1551.23461914,2015-11-08
Middlesbrough,1556.61767578,2015-11-21
Middlesbrough,1559.59790039,2015-11-25
Middlesbrough,1555.921875,2015-11-26
Middlesbrough,1558.04187012,2015-11-27
Middlesbrough,1564.97607422,2015-11-29
Middlesbrough,1575.5859375,2015-12-05
Middlesbrough,1575.76708984,2015-12-09
Middlesbrough,1582.56335449,2015-12-10
Middlesbrough,1583.41223145,2015-12-11
Middlesbrough,1578.83691406,2015-12-13
Middlesbrough,1585.47119141,2015-12-16
Middlesbrough,1598.45788574,2015-12-20
Middlesbrough,1602.69580078,2015-12-29
Middlesbrough,1611.56762695,2016-01-03
Middlesbrough,1611.56762695,2016-01-06
Middlesbrough,1611.56762695,2016-01-07
Middlesbrough,1617.82873535,2016-01-13
Middlesbrough,1617.82873535,2016-01-14
Middlesbrough,1603.90454102,2016-01-17
Middlesbrough,1590.79797363,2016-01-24
Middlesbrough,1585.95715332,2016-02-07
Middlesbrough,1581.24975586,2016-02-10
Middlesbrough,1578.36120605,2016-02-16
Middlesbrough,1577.77526855,2016-02-17
Middlesbrough,1576.99633789,2016-02-19
Middlesbrough,1582.84680176,2016-02-24
Middlesbrough,1586.4296875,2016-02-25
Middlesbrough,1595.67041016,2016-02-26
Middlesbrough,1603.25427246,2016-02-28
Middlesbrough,1592.9362793,2016-03-02
Middlesbrough,1596.83105469,2016-03-05
Middlesbrough,1584.44567871,2016-03-09
Middlesbrough,1581.90161133,2016-03-10
Middlesbrough,1577.71374512,2016-03-11
Middlesbrough,1560.08483887,2016-03-14
Middlesbrough,1560.17785645,2016-03-16
Middlesbrough,1560.01818848,2016-03-17
Middlesbrough,1558.64086914,2016-03-18
Middlesbrough,1565.90197754,2016-03-19
Middlesbrough,1573.79797363,2016-04-02
Middlesbrough,1580.37719727,2016-04-06
Middlesbrough,1581.99047852,2016-04-07
Middlesbrough,1583.34521484,2016-04-08
Middlesbrough,1587.34277344,2016-04-10
Middlesbrough,1593.30969238,2016-04-13
Middlesbrough,1596.97558594,2016-04-15
Middlesbrough,1600.24963379,2016-04-17
Middlesbrough,1602.19970703,2016-04-20
Middlesbrough,1602.19970703,2016-04-22
Middlesbrough,1597.63061523,2016-04-24
Middlesbrough,1597.97546387,2016-04-27
Middlesbrough,1596.60058594,2016-04-29
Middlesbrough,1594.16503906,2016-04-30
Middlesbrough,1592.86791992,2016-05-05
Middlesbrough,1600.29699707,2016-05-06
Middlesbrough,1598.27331543,2016-05-08
Middlesbrough,1594.60559082,2016-05-19
Middlesbrough,1594.60559082,2016-07-02
Middlesbrough,1593.54174805,2016-07-29
Middlesbrough,1594.86328125,2016-08-05
Middlesbrough,1595.67529297,2016-08-14
Middlesbrough,1596.98535156,2016-08-17
Middlesbrough,1596.99853516,2016-08-19
Middlesbrough,1608.24511719,2016-08-22
Middlesbrough,1608.25524902,2016-08-25
Middlesbrough,1601.17260742,2016-08-26
Middlesbrough,1603.95056152,2016-08-29
Middlesbrough,1594.45031738,2016-09-11
Middlesbrough,1595.60852051,2016-09-14
Middlesbrough,1597.69812012,2016-09-15
Middlesbrough,1596.05627441,2016-09-16
Middlesbrough,1590.31689453,2016-09-18
Middlesbrough,1586.01928711,2016-09-25
Middlesbrough,1590.48339844,2016-09-28
Middlesbrough,1589.71691895,2016-09-29
Middlesbrough,1589.16113281,2016-09-30
Middlesbrough,1592.59814453,2016-10-02
Middlesbrough,1584.16381836,2016-10-17
Middlesbrough,1585.55529785,2016-10-19
Middlesbrough,1584.64160156,2016-10-20
Middlesbrough,1583.34350586,2016-10-21
Middlesbrough,1590.95996094,2016-10-23
Middlesbrough,1602.15759277,2016-10-30
Middlesbrough,1607.48193359,2016-11-02
Middlesbrough,1603.12597656,2016-11-03
Middlesbrough,1601.30395508,2016-11-04
Middlesbrough,1608.80712891,2016-11-06
Middlesbrough,1608.80712891,2016-11-07
Middlesbrough,1604.81750488,2016-11-21
Middlesbrough,1604.81750488,2016-11-22
Middlesbrough,1603.61535645,2016-11-23
Middlesbrough,1602.53198242,2016-11-24
Middlesbrough,1601.33532715,2016-11-25
Middlesbrough,1606.93200684,2016-11-27
Middlesbrough,1606.93200684,2016-11-28
Middlesbrough,1606.93200684,2016-11-30
Middlesbrough,1606.93200684,2016-12-01
Middlesbrough,1606.93200684,2016-12-04
Middlesbrough,1612.65759277,2016-12-06
Middlesbrough,1613.12548828,2016-12-07
Middlesbrough,1610.45690918,2016-12-08
Middlesbrough,1610.74768066,2016-12-09
Middlesbrough,1610.74768066,2016-12-10
Middlesbrough,1610.74768066,2016-12-11
Middlesbrough,1606.65112305,2016-12-12
Middlesbrough,1598.59692383,2016-12-15
Middlesbrough,1611.15393066,2016-12-18
Middlesbrough,1611.15393066,2016-12-21
Middlesbrough,1611.15393066,2016-12-22
Middlesbrough,1611.15393066,2016-12-23
Middlesbrough,1604.6986084,2016-12-27
Middlesbrough,1602.01452637,2017-01-01
Middlesbrough,1603.8984375,2017-01-03
Middlesbrough,1605.83618164,2017-01-15
Middlesbrough,1605.83618164,2017-01-21
Middlesbrough,1594.24194336,2017-01-22
Middlesbrough,1594.67053223,2017-02-01
Middlesbrough,1592.70544434,2017-02-05
Middlesbrough,1595.13537598,2017-02-12
Middlesbrough,1592.33251953,2017-02-16
Middlesbrough,1593.44970703,2017-02-17
Middlesbrough,1595.76318359,2017-02-22
Middlesbrough,1596.48083496,2017-02-23
Middlesbrough,1591.42321777,2017-02-24
Middlesbrough,1584.53234863,2017-02-26
Middlesbrough,1578.04150391,2017-03-05
Middlesbrough,1577.02807617,2017-03-08
Middlesbrough,1577.54467773,2017-03-10
Middlesbrough,1583.69555664,2017-03-15
Middlesbrough,1578.60827637,2017-03-16
Middlesbrough,1580.09130859,2017-03-17
Middlesbrough,1574.36999512,2017-03-20
Middlesbrough,1577.45532227,2017-04-03
Middlesbrough,1568.61633301,2017-04-06
Middlesbrough,1568.23669434,2017-04-09
Middlesbrough,1567.82739258,2017-04-13
Middlesbrough,1568.30480957,2017-04-14
Middlesbrough,1563.84313965,2017-04-18
Middlesbrough,1563.30712891,2017-04-19
Middlesbrough,1564.76904297,2017-04-21
Middlesbrough,1555.04125977,2017-04-23
Middlesbrough,1561.40905762,2017-04-27
Middlesbrough,1566.64160156,2017-05-01
Middlesbrough,1568.41503906,2017-05-05
Middlesbrough,1566.33740234,2017-05-09
Middlesbrough,1566.42822266,2017-05-12
Middlesbrough,1559.35449219,2017-05-14
Middlesbrough,1556.49255371,2017-05-22
Middlesbrough,1559.2520752,2017-05-25
Middlesbrough,1559.2520752,2017-07-02
Middlesbrough,1559.27148438,2017-07-28
Middlesbrough,1559.60205078,2017-08-04
Middlesbrough,1550.37792969,2017-08-06
Middlesbrough,1552.94714355,2017-08-13
Middlesbrough,1559.77502441,2017-08-16
Middlesbrough,1560.97033691,2017-08-18
Middlesbrough,1551.4453125,2017-08-20
Middlesbrough,1552.97851562,2017-08-24
Middlesbrough,1553.26000977,2017-08-25
Middlesbrough,1549.20178223,2017-08-27
Middlesbrough,1557.87573242,2017-09-10
Middlesbrough,1558.91723633,2017-09-13
Middlesbrough,1562.67663574,2017-09-14
Middlesbrough,1559.84765625,2017-09-15
Middlesbrough,1563.81665039,2017-09-17
Middlesbrough,1565.29064941,2017-09-24
Middlesbrough,1556.41113281,2017-09-27
Middlesbrough,1564.16357422,2017-09-28
Middlesbrough,1562.55285645,2017-09-29
Middlesbrough,1558.52905273,2017-10-01
Middlesbrough,1556.70617676,2017-10-15
Middlesbrough,1562.49389648,2017-10-18
Middlesbrough,1562.91625977,2017-10-19
Middlesbrough,1559.81921387,2017-10-20
Middlesbrough,1549.15979004,2017-10-22
Middlesbrough,1561.61938477,2017-10-29
Middlesbrough,1571.90600586,2017-11-01
Middlesbrough,1580.16699219,2017-11-02
Middlesbrough,1574.52905273,2017-11-03
Middlesbrough,1579.22692871,2017-11-06
Middlesbrough,1570.82470703,2017-11-20
Middlesbrough,1573.13452148,2017-11-22
Middlesbrough,1574.45874023,2017-11-23
Middlesbrough,1563.94067383,2017-11-24
Middlesbrough,1544.87658691,2017-11-26
Middlesbrough,1537.13989258,2017-12-03
Middlesbrough,1537.18151855,2017-12-06
Middlesbrough,1536.44262695,2017-12-07
Middlesbrough,1540.32836914,2017-12-08
Middlesbrough,1547.62487793,2017-12-10
Middlesbrough,1537.20178223,2017-12-17
Middlesbrough,1545.87817383,2017-12-24
Middlesbrough,1549.99536133,2017-12-27
Middlesbrough,1539.15795898,2017-12-31
Middlesbrough,1547.86340332,2018-01-02
Middlesbrough,1538.48388672,2018-01-14
Middlesbrough,1550.7890625,2018-01-21
Middlesbrough,1547.23010254,2018-01-31
Middlesbrough,1539.13427734,2018-02-04
Middlesbrough,1543.98291016,2018-02-11
Middlesbrough,1546.89831543,2018-02-14
Middlesbrough,1550.95336914,2018-02-15
Middlesbrough,1551.54003906,2018-02-16
Middlesbrough,1544.94165039,2018-02-18
Middlesbrough,1552.16821289,2018-02-21
Middlesbrough,1552.07836914,2018-02-22
Middlesbrough,1551.92810059,2018-02-23
Middlesbrough,1549.93505859,2018-02-25
Middlesbrough,1559.48718262,2018-03-03
Middlesbrough,1564.16296387,2018-03-07
Middlesbrough,1558.96862793,2018-03-08
Middlesbrough,1562.27478027,2018-03-09
Middlesbrough,1566.98681641,2018-03-11
Middlesbrough,1561.27758789,2018-03-14
Middlesbrough,1559.27087402,2018-03-15
Middlesbrough,1560.36645508,2018-03-16
Middlesbrough,1560.33959961,2018-03-18
Middlesbrough,1551.29333496,2018-03-31
Middlesbrough,1547.1262207,2018-04-03
Middlesbrough,1550.67150879,2018-04-06
Middlesbrough,1556.33361816,2018-04-08
Middlesbrough,1547.00927734,2018-04-11
Middlesbrough,1547.28857422,2018-04-13
Middlesbrough,1552.62792969,2018-04-15
Middlesbrough,1561.21276855,2018-04-22
Middlesbrough,1564.24926758,2018-04-25
Middlesbrough,1563.57165527,2018-04-27
Middlesbrough,1571.29406738,2018-04-29
Middlesbrough,1570.37805176,2018-05-03
Middlesbrough,1568.85412598,2018-05-04
Middlesbrough,1567.05175781,2018-05-07
Middlesbrough,1558.64147949,2018-05-13
Middlesbrough,1556.24353027,2018-05-16
Middlesbrough,1553.71520996,2018-05-27
Middlesbrough,1553.74609375,2018-07-27
Middlesbrough,1554.6986084,2018-08-03
Middlesbrough,1555.22619629,2018-08-05
Middlesbrough,1562.44091797,2018-08-08
Middlesbrough,1562.82873535,2018-08-10
Middlesbrough,1565.96875,2018-08-12
Middlesbrough,1568.72729492,2018-08-17
Middlesbrough,1578.88903809,2018-08-19
Middlesbrough,1575.11706543,2018-08-24
Middlesbrough,1582.53723145,2018-08-25
Middlesbrough,1580.08581543,2018-08-31
Middlesbrough,1579.93896484,2018-09-01
Middlesbrough,1570.20349121,2018-09-16
Middlesbrough,1568.37524414,2018-09-19
Middlesbrough,1570.17626953,2018-09-20
Middlesbrough,1572.51501465,2018-09-21
Middlesbrough,1571.18737793,2018-09-23
Middlesbrough,1569.26391602,2018-09-30
Middlesbrough,1577.52966309,2018-10-03
Middlesbrough,1571.32507324,2018-10-04
Middlesbrough,1573.16662598,2018-10-05
Middlesbrough,1554.52624512,2018-10-07
Middlesbrough,1562.85437012,2018-10-20
Middlesbrough,1556.97351074,2018-10-24
Middlesbrough,1556.49621582,2018-10-25
Middlesbrough,1559.12353516,2018-10-26
Middlesbrough,1556.5045166,2018-10-28
Middlesbrough,1558.53955078,2018-11-04
Middlesbrough,1552.12963867,2018-11-07
Middlesbrough,1558.15490723,2018-11-08
Middlesbrough,1556.9753418,2018-11-09
Middlesbrough,1561.30761719,2018-11-11
Middlesbrough,1569.12915039,2018-11-25
Middlesbrough,1567.64562988,2018-11-28
Middlesbrough,1566.80944824,2018-11-29
Middlesbrough,1569.42382812,2018-11-30
Middlesbrough,1551.18127441,2018-12-02
Middlesbrough,1545.94787598,2018-12-09
Middlesbrough,1549.11499023,2018-12-12
Middlesbrough,1547.11877441,2018-12-13
Middlesbrough,1544.92541504,2018-12-14
Middlesbrough,1535.55554199,2018-12-16
Middlesbrough,1541.43554688,2018-12-23
Middlesbrough,1529.20581055,2018-12-27
Middlesbrough,1533.92687988,2018-12-30
Middlesbrough,1535.23840332,2019-01-02
Middlesbrough,1535.23840332,2019-01-13
Middlesbrough,1535.23840332,2019-01-20
Middlesbrough,1535.23840332,2019-02-21
Stoke,1697.39770508,2015-07-31
Stoke,1694.92944336,2015-08-07
Stoke,1694.92944336,2015-08-09
Stoke,1686.98974609,2015-08-10
Stoke,1689.39111328,2015-08-16
Stoke,1689.39111328,2015-08-17
Stoke,1690.80664062,2015-08-19
Stoke,1689.40270996,2015-08-21
Stoke,1688.54309082,2015-08-23
Stoke,1688.54309082,2015-08-24
Stoke,1688.54309082,2015-08-26
Stoke,1690.24206543,2015-08-27
Stoke,1685.30456543,2015-08-28
Stoke,1685.30456543,2015-08-29
Stoke,1674.1784668,2015-08-30
Stoke,1674.1784668,2015-08-31
Stoke,1674.1784668,2015-09-06
Stoke,1668.96582031,2015-09-13
Stoke,1668.96582031,2015-09-15
Stoke,1662.20471191,2015-09-16
Stoke,1659.15844727,2015-09-17
Stoke,1660.23083496,2015-09-18
Stoke,1660.23083496,2015-09-19
Stoke,1658.47387695,2015-09-20
Stoke,1658.47387695,2015-09-21
Stoke,1658.47387695,2015-09-23
Stoke,1658.47387695,2015-09-24
Stoke,1663.42687988,2015-09-27
Stoke,1663.42687988,2015-09-28
Stoke,1656.94396973,2015-09-30
Stoke,1661.62658691,2015-10-01
Stoke,1660.11889648,2015-10-02
Stoke,1666.22570801,2015-10-04
Stoke,1666.22570801,2015-10-05
Stoke,1666.22570801,2015-10-18
Stoke,1666.22570801,2015-10-19
Stoke,1675.19628906,2015-10-20
Stoke,1680.51000977,2015-10-21
Stoke,1683.04980469,2015-10-22
Stoke,1677.99304199,2015-10-23
Stoke,1677.99304199,2015-10-24
Stoke,1661.28552246,2015-10-25
Stoke,1661.28552246,2015-10-26
Stoke,1659.52600098,2015-11-01
Stoke,1659.52600098,2015-11-02
Stoke,1665.58569336,2015-11-04
Stoke,1665.1315918,2015-11-05
Stoke,1668.29919434,2015-11-06
Stoke,1678.73352051,2015-11-08
Stoke,1688.91601562,2015-11-22
Stoke,1688.91601562,2015-11-23
Stoke,1691.8963623,2015-11-25
Stoke,1688.22033691,2015-11-26
Stoke,1690.34033203,2015-11-27
Stoke,1690.34033203,2015-11-28
Stoke,1675.59985352,2015-11-29
Stoke,1675.59985352,2015-11-30
Stoke,1675.59985352,2015-12-01
Stoke,1692.3659668,2015-12-06
Stoke,1692.54711914,2015-12-09
Stoke,1699.34326172,2015-12-10
Stoke,1700.19226074,2015-12-11
Stoke,1700.12878418,2015-12-13
Stoke,1700.12878418,2015-12-14
Stoke,1690.50097656,2015-12-20
Stoke,1690.50097656,2015-12-21
Stoke,1704.32556152,2015-12-27
Stoke,1714.2557373,2015-12-29
Stoke,1705.50183105,2016-01-03
Stoke,1705.50183105,2016-01-10
Stoke,1705.50183105,2016-01-11
Stoke,1712.10302734,2016-01-14
Stoke,1712.10302734,2016-01-16
Stoke,1712.10302734,2016-01-17
Stoke,1714.2220459,2016-01-18
Stoke,1714.2220459,2016-01-19
Stoke,1703.28771973,2016-01-24
Stoke,1703.28771973,2016-01-28
Stoke,1703.28771973,2016-02-02
Stoke,1694.41992188,2016-02-03
Stoke,1679.15161133,2016-02-07
Stoke,1679.15161133,2016-02-09
Stoke,1690.06091309,2016-02-14
Stoke,1689.47509766,2016-02-17
Stoke,1688.69604492,2016-02-19
Stoke,1687.5723877,2016-02-24
Stoke,1691.15515137,2016-02-25
Stoke,1700.39587402,2016-02-26
Stoke,1703.99133301,2016-02-28
Stoke,1703.99133301,2016-03-01
Stoke,1708.22766113,2016-03-03
Stoke,1712.89343262,2016-03-06
Stoke,1712.89343262,2016-03-07
Stoke,1710.34924316,2016-03-10
Stoke,1706.16149902,2016-03-11
Stoke,1696.78710938,2016-03-13
Stoke,1696.88024902,2016-03-16
Stoke,1696.72045898,2016-03-17
Stoke,1695.34326172,2016-03-18
Stoke,1703.31359863,2016-03-20
Stoke,1703.31359863,2016-04-02
Stoke,1700.37878418,2016-04-03
Stoke,1700.37878418,2016-04-04
Stoke,1701.99206543,2016-04-07
Stoke,1703.34680176,2016-04-08
Stoke,1703.34680176,2016-04-09
Stoke,1694.54431152,2016-04-11
Stoke,1697.13269043,2016-04-13
Stoke,1700.79858398,2016-04-15
Stoke,1700.79858398,2016-04-16
Stoke,1700.79858398,2016-04-17
Stoke,1700.79858398,2016-04-18
Stoke,1688.97827148,2016-04-19
Stoke,1688.97827148,2016-04-21
Stoke,1682.71838379,2016-04-24
Stoke,1682.71838379,2016-04-25
Stoke,1682.71838379,2016-04-26
Stoke,1683.06335449,2016-04-27
Stoke,1681.68847656,2016-04-29
Stoke,1681.68847656,2016-04-30
Stoke,1678.7857666,2016-05-01
Stoke,1678.7857666,2016-05-02
Stoke,1677.48864746,2016-05-05
Stoke,1684.91772461,2016-05-06
Stoke,1676.80151367,2016-05-08
Stoke,1676.80151367,2016-05-09
Stoke,1676.80151367,2016-05-12
Stoke,1685.00537109,2016-05-16
Stoke,1681.33752441,2016-05-19
Stoke,1680.27380371,2016-07-29
Stoke,1681.59521484,2016-08-05
Stoke,1681.59521484,2016-08-13
Stoke,1680.78320312,2016-08-14
Stoke,1682.09326172,2016-08-17
Stoke,1682.09326172,2016-08-18
Stoke,1682.10644531,2016-08-19
Stoke,1673.13793945,2016-08-21
Stoke,1673.13793945,2016-08-24
Stoke,1673.14794922,2016-08-25
Stoke,1666.06542969,2016-08-26
Stoke,1660.32067871,2016-08-28
Stoke,1648.21936035,2016-09-11
Stoke,1648.21936035,2016-09-12
Stoke,1649.37756348,2016-09-14
Stoke,1651.46716309,2016-09-15
Stoke,1649.82531738,2016-09-16
Stoke,1649.82531738,2016-09-18
Stoke,1637.01794434,2016-09-19
Stoke,1637.01794434,2016-09-20
Stoke,1637.01794434,2016-09-23
Stoke,1635.6348877,2016-09-25
Stoke,1640.09912109,2016-09-28
Stoke,1639.3326416,2016-09-29
Stoke,1638.77685547,2016-09-30
Stoke,1644.0760498,2016-10-03
Stoke,1652.5201416,2016-10-16
Stoke,1652.5201416,2016-10-17
Stoke,1653.91162109,2016-10-19
Stoke,1652.9979248,2016-10-20
Stoke,1651.6998291,2016-10-21
Stoke,1662.7076416,2016-10-23
Stoke,1662.7076416,2016-10-24
Stoke,1662.7076416,2016-10-30
Stoke,1662.7076416,2016-10-31
Stoke,1671.72387695,2016-11-01
Stoke,1677.04821777,2016-11-02
Stoke,1672.69226074,2016-11-03
Stoke,1670.87023926,2016-11-04
Stoke,1672.18347168,2016-11-06
Stoke,1672.18347168,2016-11-07
Stoke,1661.24401855,2016-11-20
Stoke,1661.24401855,2016-11-22
Stoke,1660.04199219,2016-11-23
Stoke,1658.95849609,2016-11-24
Stoke,1657.76184082,2016-11-25
Stoke,1666.87841797,2016-11-28
Stoke,1666.87841797,2016-12-02
Stoke,1675.17907715,2016-12-04
Stoke,1675.17907715,2016-12-05
Stoke,1675.64697266,2016-12-07
Stoke,1672.97851562,2016-12-08
Stoke,1673.26916504,2016-12-09
Stoke,1669.78747559,2016-12-11
Stoke,1669.38757324,2016-12-15
Stoke,1669.42700195,2016-12-18
Stoke,1669.42700195,2016-12-19
Stoke,1669.42700195,2016-12-22
Stoke,1669.42700195,2016-12-27
Stoke,1664.17248535,2016-12-28
Stoke,1660.68823242,2017-01-01
Stoke,1668.38830566,2017-01-04
Stoke,1668.38830566,2017-01-07
Stoke,1668.38830566,2017-01-08
Stoke,1679.49401855,2017-01-15
Stoke,1679.49401855,2017-01-17
Stoke,1681.3984375,2017-01-22
Stoke,1681.3984375,2017-01-30
Stoke,1681.18896484,2017-02-02
Stoke,1674.66430664,2017-02-05
Stoke,1674.66430664,2017-02-06
Stoke,1674.66430664,2017-02-11
Stoke,1678.96643066,2017-02-12
Stoke,1678.96643066,2017-02-13
Stoke,1678.96643066,2017-02-15
Stoke,1676.16357422,2017-02-16
Stoke,1677.28063965,2017-02-17
Stoke,1677.28063965,2017-02-20
Stoke,1679.59411621,2017-02-22
Stoke,1680.31188965,2017-02-23
Stoke,1675.25427246,2017-02-24
Stoke,1675.25427246,2017-02-26
Stoke,1668.26818848,2017-02-27
Stoke,1668.26818848,2017-03-01
Stoke,1668.26818848,2017-03-02
Stoke,1674.7590332,2017-03-05
Stoke,1673.7454834,2017-03-08
Stoke,1679.91821289,2017-03-09
Stoke,1680.43493652,2017-03-10
Stoke,1680.43493652,2017-03-12
Stoke,1686.58569336,2017-03-15
Stoke,1681.49853516,2017-03-16
Stoke,1682.98156738,2017-03-17
Stoke,1682.98156738,2017-03-18
Stoke,1678.21875,2017-03-19
Stoke,1678.21875,2017-03-20
Stoke,1670.68322754,2017-04-02
Stoke,1670.68322754,2017-04-04
Stoke,1663.26928711,2017-04-05
Stoke,1663.26928711,2017-04-06
Stoke,1657.25012207,2017-04-09
Stoke,1656.84082031,2017-04-13
Stoke,1657.3182373,2017-04-14
Stoke,1663.60632324,2017-04-16
Stoke,1663.60632324,2017-04-17
Stoke,1663.60632324,2017-04-18
Stoke,1663.0703125,2017-04-19
Stoke,1664.53234863,2017-04-21
Stoke,1653.57409668,2017-04-23
Stoke,1653.57409668,2017-04-24
Stoke,1653.57409668,2017-04-27
Stoke,1651.23718262,2017-04-30
Stoke,1651.23718262,2017-05-04
Stoke,1653.01062012,2017-05-05
Stoke,1654.91296387,2017-05-07
Stoke,1654.91296387,2017-05-08
Stoke,1655.00378418,2017-05-12
Stoke,1645.24133301,2017-05-14
Stoke,1645.24133301,2017-05-15
Stoke,1645.24133301,2017-05-19
Stoke,1645.24133301,2017-05-21
Stoke,1656.68725586,2017-05-22
Stoke,1659.44689941,2017-05-25
Stoke,1659.44689941,2017-06-11
Stoke,1659.44689941,2017-07-14
Stoke,1659.44689941,2017-07-16
Stoke,1659.44689941,2017-07-26
Stoke,1659.46630859,2017-07-28
Stoke,1659.796875,2017-08-04
Stoke,1659.796875,2017-08-12
Stoke,1655.63427734,2017-08-13
Stoke,1658.26245117,2017-08-16
Stoke,1659.4576416,2017-08-18
Stoke,1670.52270508,2017-08-20
Stoke,1672.05578613,2017-08-24
Stoke,1672.33740234,2017-08-25
Stoke,1674.20288086,2017-08-28
Stoke,1677.78527832,2017-09-10
Stoke,1679.17504883,2017-09-13
Stoke,1682.93457031,2017-09-14
Stoke,1680.10546875,2017-09-15
Stoke,1672.9276123,2017-09-17
Stoke,1672.9276123,2017-09-21
Stoke,1664.96057129,2017-09-24
Stoke,1667.51245117,2017-09-27
Stoke,1675.26489258,2017-09-28
Stoke,1673.6541748,2017-09-29
Stoke,1680.4822998,2017-10-01
Stoke,1676.31054688,2017-10-15
Stoke,1676.31054688,2017-10-16
Stoke,1682.0982666,2017-10-18
Stoke,1682.52062988,2017-10-19
Stoke,1679.42358398,2017-10-20
Stoke,1668.48937988,2017-10-22
Stoke,1668.48937988,2017-10-23
Stoke,1677.93139648,2017-10-29
Stoke,1677.93139648,2017-10-31
Stoke,1675.1697998,2017-11-01
Stoke,1683.43078613,2017-11-02
Stoke,1677.79284668,2017-11-03
Stoke,1677.56616211,2017-11-05
Stoke,1677.56616211,2017-11-06
Stoke,1678.23620605,2017-11-21
Stoke,1680.54589844,2017-11-22
Stoke,1677.77502441,2017-11-23
Stoke,1667.25708008,2017-11-24
Stoke,1659.01367188,2017-11-26
Stoke,1659.01367188,2017-11-27
Stoke,1651.16381836,2017-11-30
Stoke,1656.9440918,2017-12-03
Stoke,1656.98571777,2017-12-06
Stoke,1656.2467041,2017-12-07
Stoke,1660.13244629,2017-12-08
Stoke,1656.14416504,2017-12-10
Stoke,1656.14416504,2017-12-11
Stoke,1656.14416504,2017-12-12
Stoke,1650.41516113,2017-12-13
Stoke,1633.51928711,2017-12-17
Stoke,1633.51928711,2017-12-19
Stoke,1633.51928711,2017-12-21
Stoke,1633.51928711,2017-12-23
Stoke,1642.65124512,2017-12-24
Stoke,1641.95275879,2017-12-27
Stoke,1641.95275879,2017-12-29
Stoke,1638.04626465,2017-12-31
Stoke,1627.82348633,2018-01-02
Stoke,1627.82348633,2018-01-07
Stoke,1627.82348633,2018-01-09
Stoke,1627.82348633,2018-01-15
Stoke,1624.74816895,2018-01-16
Stoke,1631.59521484,2018-01-21
Stoke,1631.59521484,2018-01-22
Stoke,1631.59521484,2018-01-31
Stoke,1629.69567871,2018-02-01
Stoke,1624.29638672,2018-02-04
Stoke,1622.39819336,2018-02-11
Stoke,1625.31359863,2018-02-14
Stoke,1629.36865234,2018-02-15
Stoke,1629.95532227,2018-02-16
Stoke,1629.95532227,2018-02-17
Stoke,1629.95532227,2018-02-19
Stoke,1629.73254395,2018-02-21
Stoke,1629.6427002,2018-02-22
Stoke,1629.49243164,2018-02-23
Stoke,1633.85632324,2018-02-25
Stoke,1633.85632324,2018-02-26
Stoke,1633.85632324,2018-02-27
Stoke,1636.45227051,2018-03-04
Stoke,1636.45227051,2018-03-05
Stoke,1636.03857422,2018-03-07
Stoke,1630.84411621,2018-03-08
Stoke,1634.15026855,2018-03-09
Stoke,1634.15026855,2018-03-10
Stoke,1634.15026855,2018-03-12
Stoke,1631.36181641,2018-03-13
Stoke,1625.65258789,2018-03-14
Stoke,1623.64575195,2018-03-15
Stoke,1624.74145508,2018-03-16
Stoke,1624.74145508,2018-03-17
Stoke,1616.91162109,2018-03-18
Stoke,1616.91162109,2018-03-19
Stoke,1616.91162109,2018-03-25
Stoke,1616.91162109,2018-04-01
Stoke,1612.42687988,2018-04-02
Stoke,1612.42687988,2018-04-04
Stoke,1615.97216797,2018-04-06
Stoke,1613.55163574,2018-04-08
Stoke,1613.83093262,2018-04-13
Stoke,1613.83093262,2018-04-15
Stoke,1613.83093262,2018-04-16
Stoke,1616.52270508,2018-04-17
Stoke,1616.52270508,2018-04-18
Stoke,1616.52270508,2018-04-20
Stoke,1616.52270508,2018-04-22
Stoke,1617.69482422,2018-04-23
Stoke,1620.73132324,2018-04-25
Stoke,1620.05358887,2018-04-27
Stoke,1628.03918457,2018-04-29
Stoke,1627.12316895,2018-05-03
Stoke,1625.59924316,2018-05-04
Stoke,1625.59924316,2018-05-05
Stoke,1617.25891113,2018-05-06
Stoke,1617.25891113,2018-05-12
Stoke,1617.25891113,2018-05-13
Stoke,1627.23071289,2018-05-14
Stoke,1627.23071289,2018-05-20
Stoke,1627.23071289,2018-05-21
Stoke,1624.70239258,2018-05-27
Stoke,1624.70239258,2018-07-02
Stoke,1624.73327637,2018-07-27
